haplotype_id,sample_id,population,country,region,sex,core_haplotype,network_haplotype_group,hierarchy_haplotype_group
AN0243-Ca,AN0243-C,CMS,Cameroon,Daiguene,F,F5,F5,F5
AN0243-Cb,AN0243-C,CMS,Cameroon,Daiguene,F,F4,F4,F4
AN0244-Ca,AN0244-C,CMS,Cameroon,Daiguene,F,S4,S4,S4
AN0244-Cb,AN0244-C,CMS,Cameroon,Daiguene,F,F5,F5,F5
AN0245-Ca,AN0245-C,CMS,Cameroon,Daiguene,F,S2,S2,S2
AN0245-Cb,AN0245-C,CMS,Cameroon,Daiguene,F,F3,F3,F3
AN0246-Ca,AN0246-C,CMS,Cameroon,Daiguene,F,S4,S4,S4
AN0246-Cb,AN0246-C,CMS,Cameroon,Daiguene,F,F5,F5,F5
AN0247-Ca,AN0247-C,CMS,Cameroon,Daiguene,F,S2,S2,S2
AN0247-Cb,AN0247-C,CMS,Cameroon,Daiguene,F,F5,F5,F5
AN0248-Ca,AN0248-C,CMS,Cameroon,Daiguene,F,F5,F5,F5
AN0248-Cb,AN0248-C,CMS,Cameroon,Daiguene,F,F5,F5,F5
AN0250-Ca,AN0250-C,CMS,Cameroon,Daiguene,F,WT31,WT,
AN0250-Cb,AN0250-C,CMS,Cameroon,Daiguene,F,WT01,WT,
AN0251-Ca,AN0251-C,CMS,Cameroon,Daiguene,F,WT08,WT,
AN0251-Cb,AN0251-C,CMS,Cameroon,Daiguene,F,F2,F2,F2
AN0252-Ca,AN0252-C,CMS,Cameroon,Daiguene,F,F5,F5,F5
AN0252-Cb,AN0252-C,CMS,Cameroon,Daiguene,F,F1,F1,F1
AN0253-Ca,AN0253-C,CMS,Cameroon,Daiguene,F,F4,F4,F4
AN0253-Cb,AN0253-C,CMS,Cameroon,Daiguene,F,WT14,WT,
AN0254-Ca,AN0254-C,CMS,Cameroon,Daiguene,F,S5,S5,S5
AN0254-Cb,AN0254-C,CMS,Cameroon,Daiguene,F,F1,F1,F1
AN0255-Ca,AN0255-C,CMS,Cameroon,Daiguene,F,WT02,WT,
AN0255-Cb,AN0255-C,CMS,Cameroon,Daiguene,F,WT05,WT,
AN0256-Ca,AN0256-C,CMS,Cameroon,Daiguene,F,F5,F5,F5
AN0256-Cb,AN0256-C,CMS,Cameroon,Daiguene,F,F5,F5,F5
AN0258-Ca,AN0258-C,CMS,Cameroon,Daiguene,F,S5,S5,S5
AN0258-Cb,AN0258-C,CMS,Cameroon,Daiguene,F,WT09,WT,F1
AN0259-Ca,AN0259-C,CMS,Cameroon,Daiguene,F,F5,F5,F5
AN0259-Cb,AN0259-C,CMS,Cameroon,Daiguene,F,F5,F5,F5
AN0260-Ca,AN0260-C,CMS,Cameroon,Daiguene,F,WT14,WT,
AN0260-Cb,AN0260-C,CMS,Cameroon,Daiguene,F,F2,F2,F2
AN0261-Ca,AN0261-C,CMS,Cameroon,Daiguene,F,FX06,FX,F5
AN0261-Cb,AN0261-C,CMS,Cameroon,Daiguene,F,WT13,WT,
AN0262-Ca,AN0262-C,CMS,Cameroon,Daiguene,F,F4,F4,F4
AN0262-Cb,AN0262-C,CMS,Cameroon,Daiguene,F,F5,F5,F5
AN0263-Ca,AN0263-C,CMS,Cameroon,Daiguene,F,F5,F5,F5
AN0263-Cb,AN0263-C,CMS,Cameroon,Daiguene,F,F1,F1,F1
AN0264-Ca,AN0264-C,CMS,Cameroon,Daiguene,F,F5,F5,F5
AN0264-Cb,AN0264-C,CMS,Cameroon,Daiguene,F,F1,F1,F1
AN0266-Ca,AN0266-C,CMS,Cameroon,Daiguene,F,SX03,SX,F1
AN0266-Cb,AN0266-C,CMS,Cameroon,Daiguene,F,F4,F4,F4
AN0267-Ca,AN0267-C,CMS,Cameroon,Daiguene,F,WT30,WT,
AN0267-Cb,AN0267-C,CMS,Cameroon,Daiguene,F,F5,F5,F5
AN0268-Ca,AN0268-C,CMS,Cameroon,Daiguene,F,F5,F5,F5
AN0268-Cb,AN0268-C,CMS,Cameroon,Daiguene,F,F5,F5,F5
AN0269-Ca,AN0269-C,CMS,Cameroon,Daiguene,F,F5,F5,F5
AN0269-Cb,AN0269-C,CMS,Cameroon,Daiguene,F,S5,S5,S5
AN0270-Ca,AN0270-C,CMS,Cameroon,Daiguene,F,F5,F5,F5
AN0270-Cb,AN0270-C,CMS,Cameroon,Daiguene,F,F1,F1,F1
AN0272-Ca,AN0272-C,CMS,Cameroon,Daiguene,F,WT01,WT,
AN0272-Cb,AN0272-C,CMS,Cameroon,Daiguene,F,WT14,WT,
AN0275-Ca,AN0275-C,CMS,Cameroon,Daiguene,F,S4,S4,S4
AN0275-Cb,AN0275-C,CMS,Cameroon,Daiguene,F,F4,F4,F4
AN0276-Ca,AN0276-C,CMS,Cameroon,Daiguene,F,F5,F5,F5
AN0276-Cb,AN0276-C,CMS,Cameroon,Daiguene,F,F5,F5,F5
AN0277-Ca,AN0277-C,CMS,Cameroon,Daiguene,F,S5,S5,S5
AN0277-Cb,AN0277-C,CMS,Cameroon,Daiguene,F,F1,F1,F1
AN0280-Ca,AN0280-C,CMS,Cameroon,Daiguene,F,WT09,WT,F1
AN0280-Cb,AN0280-C,CMS,Cameroon,Daiguene,F,WT01,WT,
AN0282-Ca,AN0282-C,CMS,Cameroon,Daiguene,F,WT02,WT,
AN0282-Cb,AN0282-C,CMS,Cameroon,Daiguene,F,WT12,WT,
AN0283-Ca,AN0283-C,CMS,Cameroon,Daiguene,F,F5,F5,F5
AN0283-Cb,AN0283-C,CMS,Cameroon,Daiguene,F,F2,F2,F2
AN0284-Ca,AN0284-C,CMS,Cameroon,Daiguene,F,F5,F5,F5
AN0284-Cb,AN0284-C,CMS,Cameroon,Daiguene,F,F5,F5,F5
AN0285-Ca,AN0285-C,CMS,Cameroon,Daiguene,F,WT13,WT,
AN0285-Cb,AN0285-C,CMS,Cameroon,Daiguene,F,FX07,FX,
AN0286-Ca,AN0286-C,CMS,Cameroon,Daiguene,F,F4,F4,F4
AN0286-Cb,AN0286-C,CMS,Cameroon,Daiguene,F,F5,F5,F5
AN0287-Ca,AN0287-C,CMS,Cameroon,Daiguene,F,WT11,WT,F5
AN0287-Cb,AN0287-C,CMS,Cameroon,Daiguene,F,F1,F1,F1
AN0288-Ca,AN0288-C,CMS,Cameroon,Daiguene,F,F2,FX,F2
AN0288-Cb,AN0288-C,CMS,Cameroon,Daiguene,F,WT47,WT,
AN0290-Ca,AN0290-C,CMS,Cameroon,Daiguene,F,WT08,WT,
AN0290-Cb,AN0290-C,CMS,Cameroon,Daiguene,F,WT04,WT,
AN0291-Ca,AN0291-C,CMS,Cameroon,Daiguene,F,WT32,WT,
AN0291-Cb,AN0291-C,CMS,Cameroon,Daiguene,F,WT01,WT,
AN0292-Ca,AN0292-C,CMS,Cameroon,Daiguene,F,WT05,WT,F3
AN0292-Cb,AN0292-C,CMS,Cameroon,Daiguene,F,S4,S4,S4
AN0294-Ca,AN0294-C,CMS,Cameroon,Daiguene,F,F5,F5,F5
AN0294-Cb,AN0294-C,CMS,Cameroon,Daiguene,F,F5,F5,F5
AN0295-Ca,AN0295-C,CMS,Cameroon,Daiguene,F,F2,F2,F2
AN0295-Cb,AN0295-C,CMS,Cameroon,Daiguene,F,S5,S5,S5
AN0296-Ca,AN0296-C,CMS,Cameroon,Daiguene,F,S5,S5,S5
AN0296-Cb,AN0296-C,CMS,Cameroon,Daiguene,F,F5,F5,F5
AN0297-Ca,AN0297-C,CMS,Cameroon,Daiguene,F,F1,F1,F1
AN0297-Cb,AN0297-C,CMS,Cameroon,Daiguene,F,S5,S5,S5
AN0298-Ca,AN0298-C,CMS,Cameroon,Daiguene,F,F4,F4,F4
AN0298-Cb,AN0298-C,CMS,Cameroon,Daiguene,F,F4,F4,F4
AN0299-Ca,AN0299-C,CMS,Cameroon,Daiguene,F,WT05,WT,
AN0299-Cb,AN0299-C,CMS,Cameroon,Daiguene,F,S2,S2,S2
AN0300-Ca,AN0300-C,CMS,Cameroon,Daiguene,F,F5,F5,F5
AN0300-Cb,AN0300-C,CMS,Cameroon,Daiguene,F,F5,F5,F5
AN0301-Ca,AN0301-C,CMS,Cameroon,Daiguene,F,S4,S4,S4
AN0301-Cb,AN0301-C,CMS,Cameroon,Daiguene,F,F4,F4,F4
AN0303-Ca,AN0303-C,CMS,Cameroon,Daiguene,F,F4,F4,F4
AN0303-Cb,AN0303-C,CMS,Cameroon,Daiguene,F,F3,F3,F3
AN0304-Ca,AN0304-C,CMS,Cameroon,Daiguene,F,F5,F5,F5
AN0304-Cb,AN0304-C,CMS,Cameroon,Daiguene,F,F4,F4,F4
AN0305-Ca,AN0305-C,CMS,Cameroon,Daiguene,F,FX01,F5,F5
AN0305-Cb,AN0305-C,CMS,Cameroon,Daiguene,F,WT28,WT,
AN0307-Ca,AN0307-C,CMS,Cameroon,Daiguene,F,F4,F4,F4
AN0307-Cb,AN0307-C,CMS,Cameroon,Daiguene,F,F4,F4,F4
AN0308-Ca,AN0308-C,CMS,Cameroon,Daiguene,F,WT11,WT,
AN0308-Cb,AN0308-C,CMS,Cameroon,Daiguene,F,FX08,FX,
AN0309-Ca,AN0309-C,CMS,Cameroon,Daiguene,F,WT04,WT,
AN0309-Cb,AN0309-C,CMS,Cameroon,Daiguene,F,WT12,WT,
AN0310-Ca,AN0310-C,CMS,Cameroon,Daiguene,F,F4,F4,F4
AN0310-Cb,AN0310-C,CMS,Cameroon,Daiguene,F,F5,F5,F5
AN0312-Ca,AN0312-C,CMS,Cameroon,Daiguene,F,WT10,WT,
AN0312-Cb,AN0312-C,CMS,Cameroon,Daiguene,F,S2,S2,S2
AN0313-Ca,AN0313-C,CMS,Cameroon,Daiguene,F,F1,F1,F1
AN0313-Cb,AN0313-C,CMS,Cameroon,Daiguene,F,F3,F3,F3
AN0314-Ca,AN0314-C,CMS,Cameroon,Daiguene,F,F5,F5,F5
AN0314-Cb,AN0314-C,CMS,Cameroon,Daiguene,F,F5,F5,F5
AN0315-Ca,AN0315-C,CMS,Cameroon,Daiguene,F,F2,F2,F2
AN0315-Cb,AN0315-C,CMS,Cameroon,Daiguene,F,WT09,WT,F1
AN0317-Ca,AN0317-C,CMS,Cameroon,Daiguene,F,F5,F5,F5
AN0317-Cb,AN0317-C,CMS,Cameroon,Daiguene,F,F5,F5,F5
AN0318-Ca,AN0318-C,CMS,Cameroon,Daiguene,F,WT33,WT,
AN0318-Cb,AN0318-C,CMS,Cameroon,Daiguene,F,S5,S5,S5
AN0319-Ca,AN0319-C,CMS,Cameroon,Daiguene,F,F1,F1,F1
AN0319-Cb,AN0319-C,CMS,Cameroon,Daiguene,F,F5,F5,F5
AN0321-Ca,AN0321-C,CMS,Cameroon,Daiguene,F,F5,F5,F5
AN0321-Cb,AN0321-C,CMS,Cameroon,Daiguene,F,WT08,WT,
AR0007-Ca,AR0007-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0007-Cb,AR0007-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0008-Ca,AR0008-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0008-Cb,AR0008-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0009-Ca,AR0009-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0009-Cb,AR0009-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0010-Ca,AR0010-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0010-Cb,AR0010-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0011-Ca,AR0011-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0011-Cb,AR0011-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0012-Ca,AR0012-C,AOM,Angola,Luanda,F,WT34,WT,
AR0012-Cb,AR0012-C,AOM,Angola,Luanda,F,F1,FX,
AR0014-Ca,AR0014-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0014-Cb,AR0014-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0015-Ca,AR0015-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0015-Cb,AR0015-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0017-Ca,AR0017-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0017-Cb,AR0017-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0019-Ca,AR0019-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0019-Cb,AR0019-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0020-Ca,AR0020-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0020-Cb,AR0020-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0021-Ca,AR0021-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0021-Cb,AR0021-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0022-Ca,AR0022-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0022-Cb,AR0022-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0023-Ca,AR0023-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0023-Cb,AR0023-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0024-Ca,AR0024-C,AOM,Angola,Luanda,F,WT48,WT,
AR0024-Cb,AR0024-C,AOM,Angola,Luanda,F,WT17,WT,
AR0026-Ca,AR0026-C,AOM,Angola,Luanda,F,WT17,WT,
AR0026-Cb,AR0026-C,AOM,Angola,Luanda,F,F1,FX,
AR0027-Ca,AR0027-C,AOM,Angola,Luanda,F,WT49,WT,
AR0027-Cb,AR0027-C,AOM,Angola,Luanda,F,FX09,FX,
AR0034-Ca,AR0034-C,AOM,Angola,Luanda,F,FX10,FX,
AR0034-Cb,AR0034-C,AOM,Angola,Luanda,F,WT50,WT,
AR0035-Ca,AR0035-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0035-Cb,AR0035-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0042-Ca,AR0042-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0042-Cb,AR0042-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0043-Ca,AR0043-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0043-Cb,AR0043-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0045-Ca,AR0045-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0045-Cb,AR0045-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0047-Ca,AR0047-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0047-Cb,AR0047-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0049-Ca,AR0049-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0049-Cb,AR0049-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0050-Ca,AR0050-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0050-Cb,AR0050-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0051-Ca,AR0051-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0051-Cb,AR0051-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0053-Ca,AR0053-C,AOM,Angola,Luanda,F,WT51,WT,
AR0053-Cb,AR0053-C,AOM,Angola,Luanda,F,FX11,FX,
AR0054-Ca,AR0054-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0054-Cb,AR0054-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0057-Ca,AR0057-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0057-Cb,AR0057-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0059-Ca,AR0059-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0059-Cb,AR0059-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0061-Ca,AR0061-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0061-Cb,AR0061-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0062-Ca,AR0062-C,AOM,Angola,Luanda,F,WT52,WT,
AR0062-Cb,AR0062-C,AOM,Angola,Luanda,F,FX12,FX,
AR0063-Ca,AR0063-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0063-Cb,AR0063-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0065-Ca,AR0065-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0065-Cb,AR0065-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0066-Ca,AR0066-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0066-Cb,AR0066-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0069-Ca,AR0069-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0069-Cb,AR0069-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0070-Ca,AR0070-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0070-Cb,AR0070-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0071-Ca,AR0071-C,AOM,Angola,Luanda,F,WT53,WT,
AR0071-Cb,AR0071-C,AOM,Angola,Luanda,F,FX13,FX,
AR0072-Ca,AR0072-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0072-Cb,AR0072-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0073-Ca,AR0073-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0073-Cb,AR0073-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0074-Ca,AR0074-C,AOM,Angola,Luanda,F,WT54,WT,
AR0074-Cb,AR0074-C,AOM,Angola,Luanda,F,FX14,FX,
AR0075-Ca,AR0075-C,AOM,Angola,Luanda,F,WT55,WT,
AR0075-Cb,AR0075-C,AOM,Angola,Luanda,F,FX15,FX,
AR0076-Ca,AR0076-C,AOM,Angola,Luanda,F,F1,FX,
AR0076-Cb,AR0076-C,AOM,Angola,Luanda,F,WT56,WT,
AR0078-Ca,AR0078-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0078-Cb,AR0078-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0079-Ca,AR0079-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0079-Cb,AR0079-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0080-Ca,AR0080-C,AOM,Angola,Luanda,F,FX16,FX,
AR0080-Cb,AR0080-C,AOM,Angola,Luanda,F,WT19,WT,
AR0081-Ca,AR0081-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0081-Cb,AR0081-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0083-Ca,AR0083-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0083-Cb,AR0083-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0084-Ca,AR0084-C,AOM,Angola,Luanda,F,WT17,WT,
AR0084-Cb,AR0084-C,AOM,Angola,Luanda,F,WT34,WT,
AR0086-Ca,AR0086-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0086-Cb,AR0086-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0087-Ca,AR0087-C,AOM,Angola,Luanda,F,F1,FX,
AR0087-Cb,AR0087-C,AOM,Angola,Luanda,F,WT57,WT,
AR0089-Ca,AR0089-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0089-Cb,AR0089-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0090-Ca,AR0090-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0090-Cb,AR0090-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0092-Ca,AR0092-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0092-Cb,AR0092-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0093-Ca,AR0093-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0093-Cb,AR0093-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0095-Ca,AR0095-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0095-Cb,AR0095-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0096-Ca,AR0096-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0096-Cb,AR0096-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0098-Ca,AR0098-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0098-Cb,AR0098-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0099-Ca,AR0099-C,AOM,Angola,Luanda,F,F1,F1,F1
AR0099-Cb,AR0099-C,AOM,Angola,Luanda,F,F1,FX,
AR0100-Ca,AR0100-C,AOM,Angola,Luanda,F,FX17,FX,
AR0100-Cb,AR0100-C,AOM,Angola,Luanda,F,WT58,WT,
AS0001-Ca,AS0001-C,GAS,Gabon,Libreville,F,F5,F5,F5
AS0001-Cb,AS0001-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0002-Ca,AS0002-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0002-Cb,AS0002-C,GAS,Gabon,Libreville,F,F5,F5,F5
AS0003-Ca,AS0003-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0003-Cb,AS0003-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0004-Ca,AS0004-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0004-Cb,AS0004-C,GAS,Gabon,Libreville,F,F5,F5,F5
AS0006-Ca,AS0006-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0006-Cb,AS0006-C,GAS,Gabon,Libreville,F,F5,F5,F5
AS0007-Ca,AS0007-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0007-Cb,AS0007-C,GAS,Gabon,Libreville,F,F5,F5,F5
AS0008-Ca,AS0008-C,GAS,Gabon,Libreville,F,F3,F3,F3
AS0008-Cb,AS0008-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0009-Ca,AS0009-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0009-Cb,AS0009-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0010-Ca,AS0010-C,GAS,Gabon,Libreville,F,F3,F3,F3
AS0010-Cb,AS0010-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0011-Ca,AS0011-C,GAS,Gabon,Libreville,F,F5,F5,F5
AS0011-Cb,AS0011-C,GAS,Gabon,Libreville,F,SX04,SX,
AS0012-Ca,AS0012-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0012-Cb,AS0012-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0013-Ca,AS0013-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0013-Cb,AS0013-C,GAS,Gabon,Libreville,F,F5,F5,F5
AS0014-Ca,AS0014-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0014-Cb,AS0014-C,GAS,Gabon,Libreville,F,F5,F5,F5
AS0015-Ca,AS0015-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0015-Cb,AS0015-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0016-Ca,AS0016-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0016-Cb,AS0016-C,GAS,Gabon,Libreville,F,F5,F5,F5
AS0017-Ca,AS0017-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0017-Cb,AS0017-C,GAS,Gabon,Libreville,F,F5,F5,F5
AS0018-Ca,AS0018-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0018-Cb,AS0018-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0019-Ca,AS0019-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0019-Cb,AS0019-C,GAS,Gabon,Libreville,F,F5,F5,F5
AS0020-Ca,AS0020-C,GAS,Gabon,Libreville,F,F3,F3,F3
AS0020-Cb,AS0020-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0021-Ca,AS0021-C,GAS,Gabon,Libreville,F,F3,F3,F3
AS0021-Cb,AS0021-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0022-Ca,AS0022-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0022-Cb,AS0022-C,GAS,Gabon,Libreville,F,F3,F3,F3
AS0024-Ca,AS0024-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0024-Cb,AS0024-C,GAS,Gabon,Libreville,F,F5,F5,F5
AS0026-Ca,AS0026-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0026-Cb,AS0026-C,GAS,Gabon,Libreville,F,F5,F5,F5
AS0028-Ca,AS0028-C,GAS,Gabon,Libreville,F,F3,F3,F3
AS0028-Cb,AS0028-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0030-Ca,AS0030-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0030-Cb,AS0030-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0032-Ca,AS0032-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0032-Cb,AS0032-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0033-Ca,AS0033-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0033-Cb,AS0033-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0034-Ca,AS0034-C,GAS,Gabon,Libreville,F,F3,F3,F3
AS0034-Cb,AS0034-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0035-Ca,AS0035-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0035-Cb,AS0035-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0036-Ca,AS0036-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0036-Cb,AS0036-C,GAS,Gabon,Libreville,F,F5,F5,F5
AS0037-Ca,AS0037-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0037-Cb,AS0037-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0039-Ca,AS0039-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0039-Cb,AS0039-C,GAS,Gabon,Libreville,F,F5,F5,F5
AS0042-Ca,AS0042-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0042-Cb,AS0042-C,GAS,Gabon,Libreville,F,F5,F5,F5
AS0044-Ca,AS0044-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0044-Cb,AS0044-C,GAS,Gabon,Libreville,F,F5,F5,F5
AS0045-Ca,AS0045-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0045-Cb,AS0045-C,GAS,Gabon,Libreville,F,F5,F5,F5
AS0047-Ca,AS0047-C,GAS,Gabon,Libreville,F,S2,SX,S2
AS0047-Cb,AS0047-C,GAS,Gabon,Libreville,F,F5,F5,F5
AS0049-Ca,AS0049-C,GAS,Gabon,Libreville,F,F3,F3,F3
AS0049-Cb,AS0049-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0052-Ca,AS0052-C,GAS,Gabon,Libreville,F,F3,F3,F3
AS0052-Cb,AS0052-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0053-Ca,AS0053-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0053-Cb,AS0053-C,GAS,Gabon,Libreville,F,F3,F3,F3
AS0054-Ca,AS0054-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0054-Cb,AS0054-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0055-Ca,AS0055-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0055-Cb,AS0055-C,GAS,Gabon,Libreville,F,F3,F3,F3
AS0056-Ca,AS0056-C,GAS,Gabon,Libreville,F,F3,F3,F3
AS0056-Cb,AS0056-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0058-Ca,AS0058-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0058-Cb,AS0058-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0059-Ca,AS0059-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0059-Cb,AS0059-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0064-Ca,AS0064-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0064-Cb,AS0064-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0065-Ca,AS0065-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0065-Cb,AS0065-C,GAS,Gabon,Libreville,F,S2,S2,S2
